mol_id,n_atoms,real_bonds,qtaim_bonds,elf_bonds,qtaim_real,qtaim_nonbond,qtaim_missing,elf_coverage,qtaim_coverage
dsgdb9nsd_129160,16,17,12,17,8,4,9,100%,47%
dsgdb9nsd_054249,20,20,13,20,6,7,14,100%,30%
dsgdb9nsd_046526,17,18,11,18,8,3,10,100%,44%
dsgdb9nsd_048629,17,18,13,18,8,5,10,100%,44%
dsgdb9nsd_075599,23,23,14,23,6,8,17,100%,26%
dsgdb9nsd_058082,15,14,10,14,5,5,9,100%,36%
dsgdb9nsd_052091,20,21,13,21,7,6,14,100%,33%
dsgdb9nsd_071833,19,21,14,21,6,8,15,100%,29%
dsgdb9nsd_064438,22,22,14,22,8,6,14,100%,36%
dsgdb9nsd_046755,17,19,13,19,6,7,13,100%,32%
dsgdb9nsd_067975,17,19,11,19,4,7,15,100%,21%
dsgdb9nsd_011005,17,18,12,18,6,6,12,100%,33%
dsgdb9nsd_100241,18,17,12,16,7,5,10,94%,41%
dsgdb9nsd_020040,18,19,11,19,5,6,14,100%,26%
dsgdb9nsd_099243,17,16,9,16,5,4,11,100%,31%
dsgdb9nsd_081555,17,19,13,19,6,7,13,100%,32%
dsgdb9nsd_040598,17,20,13,20,6,7,14,100%,30%
dsgdb9nsd_023358,17,19,13,19,7,6,12,100%,37%
dsgdb9nsd_047402,18,19,13,19,6,7,13,100%,32%
dsgdb9nsd_115496,23,23,14,23,6,8,17,100%,26%
dsgdb9nsd_014328,17,18,11,18,4,7,14,100%,22%
dsgdb9nsd_113343,17,17,13,17,7,6,10,100%,41%
dsgdb9nsd_026682,17,17,12,17,9,3,8,100%,53%
dsgdb9nsd_108148,19,21,13,21,5,8,16,100%,24%
dsgdb9nsd_085724,15,15,9,15,3,6,12,100%,20%
dsgdb9nsd_106753,19,20,9,20,5,4,15,100%,25%
dsgdb9nsd_082703,16,18,12,18,6,6,12,100%,33%
dsgdb9nsd_045917,15,15,12,15,8,4,7,100%,53%
dsgdb9nsd_131238,17,18,11,18,5,6,13,100%,28%
dsgdb9nsd_050604,15,15,12,14,6,6,9,93%,40%
dsgdb9nsd_089988,20,21,16,21,9,7,12,100%,43%
dsgdb9nsd_092200,19,21,13,21,6,7,15,100%,29%
dsgdb9nsd_044876,18,20,13,19,6,7,14,95%,30%
dsgdb9nsd_024180,14,15,14,14,10,4,5,93%,67%
dsgdb9nsd_075568,21,22,16,22,7,9,15,100%,32%
dsgdb9nsd_101430,23,23,16,23,7,9,16,100%,30%
dsgdb9nsd_113341,18,18,10,18,6,4,12,100%,33%
dsgdb9nsd_073992,17,19,11,19,5,6,14,100%,26%
dsgdb9nsd_064367,21,22,14,22,9,5,13,100%,41%
dsgdb9nsd_109754,19,19,14,19,6,8,13,100%,32%
dsgdb9nsd_014236,22,23,13,22,4,9,19,96%,17%
dsgdb9nsd_119827,16,16,11,16,6,5,10,100%,38%
dsgdb9nsd_129270,15,16,11,16,7,4,9,100%,44%
dsgdb9nsd_040350,20,22,12,22,5,7,17,100%,23%
dsgdb9nsd_002502,14,13,8,13,6,2,7,100%,46%
dsgdb9nsd_062233,19,18,12,17,7,5,11,94%,39%
dsgdb9nsd_027090,14,14,13,14,9,4,5,100%,64%
dsgdb9nsd_081357,19,20,17,20,7,10,13,100%,35%
dsgdb9nsd_046368,19,20,14,20,7,7,13,100%,35%
dsgdb9nsd_008490,16,17,10,17,5,5,12,100%,29%
dsgdb9nsd_006003,15,14,9,14,5,4,9,100%,36%
dsgdb9nsd_069911,17,19,15,19,8,7,11,100%,42%
dsgdb9nsd_004379,13,13,11,13,5,6,8,100%,38%
dsgdb9nsd_082285,18,19,14,19,6,8,13,100%,32%
dsgdb9nsd_029761,15,17,13,17,7,6,10,100%,41%
dsgdb9nsd_065722,21,22,11,22,4,7,18,100%,18%
dsgdb9nsd_022283,20,20,13,19,7,6,13,95%,35%
dsgdb9nsd_024613,18,19,14,19,7,7,12,100%,37%
dsgdb9nsd_005300,13,13,11,13,9,2,4,100%,69%
dsgdb9nsd_041258,18,21,16,21,7,9,14,100%,33%
dsgdb9nsd_070431,19,21,13,21,7,6,14,100%,33%
dsgdb9nsd_127657,14,15,11,15,7,4,8,100%,47%
dsgdb9nsd_055066,17,17,11,17,7,4,10,100%,41%
dsgdb9nsd_028044,15,15,12,15,7,5,8,100%,47%
dsgdb9nsd_110145,22,22,16,21,7,9,15,95%,32%
dsgdb9nsd_026495,20,21,12,21,7,5,14,100%,33%
dsgdb9nsd_100594,18,17,14,17,9,5,8,100%,53%
dsgdb9nsd_057733,18,17,12,17,8,4,9,100%,47%
dsgdb9nsd_073495,21,23,16,23,7,9,16,100%,30%
dsgdb9nsd_104268,18,18,13,18,9,4,9,100%,50%
dsgdb9nsd_130592,11,11,8,11,3,5,8,100%,27%
dsgdb9nsd_047035,19,20,13,20,6,7,14,100%,30%
dsgdb9nsd_017243,18,20,9,20,4,5,16,100%,20%
dsgdb9nsd_008347,16,17,13,17,10,3,7,100%,59%
dsgdb9nsd_063040,21,23,13,23,5,8,18,100%,22%
dsgdb9nsd_107749,21,23,11,23,5,6,18,100%,22%
dsgdb9nsd_071035,19,22,11,22,4,7,18,100%,18%
dsgdb9nsd_045716,12,12,10,12,6,4,6,100%,50%
dsgdb9nsd_070173,18,19,12,19,6,6,13,100%,32%
dsgdb9nsd_119053,23,23,15,23,9,6,14,100%,39%
dsgdb9nsd_122058,19,18,15,18,11,4,7,100%,61%
dsgdb9nsd_007787,18,18,13,18,9,4,9,100%,50%
dsgdb9nsd_003236,14,16,10,16,5,5,11,100%,31%
dsgdb9nsd_045151,16,18,9,18,2,7,16,100%,11%
dsgdb9nsd_058217,23,22,18,22,7,11,15,100%,32%
dsgdb9nsd_055293,19,20,12,20,6,6,14,100%,30%
dsgdb9nsd_065554,19,20,14,20,6,8,14,100%,30%
dsgdb9nsd_104664,21,21,15,21,7,8,14,100%,33%
dsgdb9nsd_041092,17,20,15,20,8,7,12,100%,40%
dsgdb9nsd_060229,22,22,15,22,7,8,15,100%,32%
dsgdb9nsd_008739,15,14,9,14,5,4,9,100%,36%
dsgdb9nsd_125955,18,19,13,19,7,6,12,100%,37%
dsgdb9nsd_022677,20,20,14,20,7,7,13,100%,35%
dsgdb9nsd_125141,17,18,13,18,8,5,10,100%,44%
dsgdb9nsd_119221,19,19,11,19,6,5,13,100%,32%
dsgdb9nsd_025216,12,12,11,12,9,2,3,100%,75%
dsgdb9nsd_121092,23,23,15,23,8,7,15,100%,35%
dsgdb9nsd_096907,16,17,11,17,5,6,12,100%,29%
dsgdb9nsd_041514,17,19,14,19,7,7,12,100%,37%
dsgdb9nsd_096770,16,18,11,18,6,5,12,100%,33%
dsgdb9nsd_044284,15,18,11,18,5,6,13,100%,28%
dsgdb9nsd_124053,14,16,12,16,5,7,11,100%,31%
dsgdb9nsd_078021,21,22,16,22,7,9,15,100%,32%
dsgdb9nsd_079003,19,22,11,22,4,7,18,100%,18%
dsgdb9nsd_019666,16,18,12,18,4,8,14,100%,22%
dsgdb9nsd_074977,19,20,14,20,9,5,11,100%,45%
dsgdb9nsd_040423,16,18,13,17,8,5,10,94%,44%
dsgdb9nsd_066297,17,17,11,17,5,6,12,100%,29%
dsgdb9nsd_047533,20,21,13,20,5,8,16,95%,24%
dsgdb9nsd_112984,19,20,14,20,6,8,14,100%,30%
dsgdb9nsd_099736,22,21,16,21,7,9,14,100%,33%
dsgdb9nsd_090822,19,22,14,22,6,8,16,100%,27%
dsgdb9nsd_041592,20,22,17,21,7,10,15,95%,32%
dsgdb9nsd_018643,20,21,15,21,5,10,16,100%,24%
dsgdb9nsd_047801,19,20,12,19,3,9,17,95%,15%
dsgdb9nsd_067091,18,21,13,21,6,7,15,100%,29%
dsgdb9nsd_014346,16,17,13,17,7,6,10,100%,41%
dsgdb9nsd_090806,20,23,14,23,5,9,18,100%,22%
dsgdb9nsd_041706,16,18,12,17,7,5,11,94%,39%
dsgdb9nsd_005253,18,18,13,18,9,4,9,100%,50%
dsgdb9nsd_017380,18,19,12,19,6,6,13,100%,32%
dsgdb9nsd_052424,20,20,12,20,8,4,12,100%,40%
dsgdb9nsd_084756,17,17,13,17,8,5,9,100%,47%
dsgdb9nsd_025773,16,16,11,16,7,4,9,100%,44%
dsgdb9nsd_089760,18,20,12,20,7,5,13,100%,35%
dsgdb9nsd_126548,20,20,13,20,7,6,13,100%,35%
dsgdb9nsd_106944,18,19,14,19,7,7,12,100%,37%
dsgdb9nsd_129339,12,12,13,12,12,1,0,100%,100%
dsgdb9nsd_068025,19,21,12,21,6,6,15,100%,29%
dsgdb9nsd_117644,21,20,15,20,7,8,13,100%,35%
dsgdb9nsd_112668,19,19,13,19,5,8,14,100%,26%
dsgdb9nsd_072410,17,18,13,18,6,7,12,100%,33%
dsgdb9nsd_062819,17,18,13,18,6,7,12,100%,33%
dsgdb9nsd_043341,17,18,14,18,5,9,13,100%,28%
dsgdb9nsd_122187,27,27,13,27,6,7,21,100%,22%
dsgdb9nsd_106498,23,24,13,24,6,7,18,100%,25%
dsgdb9nsd_011884,16,17,10,17,5,5,12,100%,29%
dsgdb9nsd_106254,18,19,12,19,8,4,11,100%,42%
dsgdb9nsd_026349,18,18,14,18,7,7,11,100%,39%
dsgdb9nsd_110215,25,26,14,25,7,7,19,96%,27%
dsgdb9nsd_082650,22,24,12,24,6,6,18,100%,25%
dsgdb9nsd_072171,19,21,13,21,5,8,16,100%,24%
dsgdb9nsd_127009,18,18,8,18,4,4,14,100%,22%
dsgdb9nsd_068024,20,22,13,22,7,6,15,100%,32%
dsgdb9nsd_077725,19,21,14,21,7,7,14,100%,33%
dsgdb9nsd_104384,18,18,15,18,7,8,11,100%,39%
dsgdb9nsd_042786,15,16,13,16,6,7,10,100%,38%
dsgdb9nsd_014119,16,17,9,17,4,5,13,100%,24%
dsgdb9nsd_064799,18,18,11,18,5,6,13,100%,28%
dsgdb9nsd_057027,16,16,10,15,4,6,12,94%,25%
dsgdb9nsd_066602,15,18,12,18,5,7,13,100%,28%
dsgdb9nsd_041185,19,21,15,21,6,9,15,100%,29%
dsgdb9nsd_024538,15,16,14,16,6,8,10,100%,38%
dsgdb9nsd_016376,17,18,12,18,7,5,11,100%,39%
dsgdb9nsd_051868,17,17,13,17,7,6,10,100%,41%
dsgdb9nsd_075286,21,23,14,23,6,8,17,100%,26%
dsgdb9nsd_081769,21,22,12,22,7,5,15,100%,32%
dsgdb9nsd_016602,13,14,10,14,4,6,10,100%,29%
dsgdb9nsd_008625,14,13,10,13,7,3,6,100%,54%
dsgdb9nsd_124068,16,17,12,17,6,6,11,100%,35%
dsgdb9nsd_108091,19,21,11,21,6,5,15,100%,29%
dsgdb9nsd_058551,18,18,15,18,9,6,9,100%,50%
dsgdb9nsd_050014,15,16,13,16,9,4,7,100%,56%
dsgdb9nsd_088808,18,19,13,19,8,5,11,100%,42%
dsgdb9nsd_067262,19,22,13,22,4,9,18,100%,18%
dsgdb9nsd_023272,20,21,15,21,6,9,15,100%,29%
dsgdb9nsd_098370,17,16,15,16,7,8,9,100%,44%
dsgdb9nsd_121412,21,21,12,21,6,6,15,100%,29%
dsgdb9nsd_131801,18,18,13,18,7,6,11,100%,39%
dsgdb9nsd_104593,21,21,13,21,6,7,15,100%,29%
dsgdb9nsd_049146,19,20,12,20,6,6,14,100%,30%
dsgdb9nsd_086876,16,16,14,16,7,7,9,100%,44%
dsgdb9nsd_040628,20,22,11,21,5,6,17,95%,23%
dsgdb9nsd_048714,17,19,14,19,6,8,13,100%,32%
dsgdb9nsd_004549,16,16,12,16,6,6,10,100%,38%
dsgdb9nsd_019992,15,16,9,16,4,5,12,100%,25%
dsgdb9nsd_123716,16,17,10,16,3,7,14,94%,18%
dsgdb9nsd_047339,14,14,10,14,6,4,8,100%,43%
dsgdb9nsd_112741,25,26,14,26,7,7,19,100%,27%
dsgdb9nsd_021586,12,12,9,12,6,3,6,100%,50%
dsgdb9nsd_074551,19,20,14,20,8,6,12,100%,40%
dsgdb9nsd_115782,20,20,14,20,6,8,14,100%,30%
dsgdb9nsd_113204,21,21,13,21,6,7,15,100%,29%
dsgdb9nsd_046785,19,20,14,19,7,7,13,95%,35%
dsgdb9nsd_103961,21,22,14,22,5,9,17,100%,23%
dsgdb9nsd_053938,18,17,12,17,7,5,10,100%,41%
dsgdb9nsd_006117,20,20,10,20,5,5,15,100%,25%
dsgdb9nsd_090818,20,23,15,23,7,8,16,100%,30%
dsgdb9nsd_080933,20,22,12,21,7,5,15,95%,32%
dsgdb9nsd_099209,18,17,12,17,7,5,10,100%,41%
dsgdb9nsd_041094,18,21,15,21,9,6,12,100%,43%
dsgdb9nsd_098945,15,14,13,14,7,6,7,100%,50%
dsgdb9nsd_123879,17,18,13,18,9,4,9,100%,50%
dsgdb9nsd_047002,16,17,13,17,6,7,11,100%,35%
dsgdb9nsd_024953,13,14,13,14,9,4,5,100%,64%
dsgdb9nsd_000729,10,10,6,10,3,3,7,100%,30%
dsgdb9nsd_133877,19,23,14,23,5,9,18,100%,22%
dsgdb9nsd_024118,18,19,16,19,10,6,9,100%,53%
dsgdb9nsd_042961,16,18,14,18,7,7,11,100%,39%
dsgdb9nsd_067123,14,16,12,16,6,6,10,100%,38%
dsgdb9nsd_000674,14,15,8,15,4,4,11,100%,27%
dsgdb9nsd_069415,19,20,13,20,7,6,13,100%,35%
dsgdb9nsd_096986,17,19,13,19,7,6,12,100%,37%
dsgdb9nsd_110564,22,24,12,24,5,7,19,100%,21%
dsgdb9nsd_095792,19,19,16,19,6,10,13,100%,32%
dsgdb9nsd_009063,16,15,10,15,5,5,10,100%,33%
dsgdb9nsd_084425,20,20,13,20,8,5,12,100%,40%
dsgdb9nsd_047511,18,19,11,19,7,4,12,100%,37%
dsgdb9nsd_044253,17,18,10,18,3,7,15,100%,17%
dsgdb9nsd_042235,13,13,11,12,5,6,8,92%,38%
dsgdb9nsd_127867,16,16,11,16,6,5,10,100%,38%
dsgdb9nsd_010725,19,19,13,19,7,6,12,100%,37%
dsgdb9nsd_063647,21,22,14,22,7,7,15,100%,32%
dsgdb9nsd_049220,15,15,12,14,6,6,9,93%,40%
dsgdb9nsd_018326,16,17,12,17,5,7,12,100%,29%
dsgdb9nsd_007670,20,21,12,21,5,7,16,100%,24%
dsgdb9nsd_103264,17,18,12,18,6,6,12,100%,33%
dsgdb9nsd_044714,14,15,12,15,6,6,9,100%,40%
dsgdb9nsd_023306,16,17,14,17,8,6,9,100%,47%
dsgdb9nsd_107175,22,24,14,24,7,7,17,100%,29%
dsgdb9nsd_021651,13,13,10,13,6,4,7,100%,46%
dsgdb9nsd_042006,21,22,14,21,6,8,16,95%,27%
dsgdb9nsd_047928,19,19,13,19,7,6,12,100%,37%
dsgdb9nsd_078679,18,20,12,20,5,7,15,100%,25%
dsgdb9nsd_043823,18,20,11,20,6,5,14,100%,30%
dsgdb9nsd_029681,14,14,13,14,12,1,2,100%,86%
dsgdb9nsd_125826,15,15,11,15,8,3,7,100%,53%
dsgdb9nsd_078028,23,24,15,24,6,9,18,100%,25%
dsgdb9nsd_026591,15,15,11,15,9,2,6,100%,60%
dsgdb9nsd_083690,18,19,13,19,7,6,12,100%,37%
dsgdb9nsd_108672,23,23,14,23,8,6,15,100%,35%
dsgdb9nsd_009002,12,11,8,11,4,4,7,100%,36%
dsgdb9nsd_072030,21,23,13,23,6,7,17,100%,26%
dsgdb9nsd_014755,19,18,10,18,5,5,13,100%,28%
dsgdb9nsd_029515,17,18,13,18,9,4,9,100%,50%
dsgdb9nsd_045329,17,18,13,18,5,8,13,100%,28%
dsgdb9nsd_131705,12,10,10,10,5,5,5,100%,50%
dsgdb9nsd_044417,17,19,15,19,6,9,13,100%,32%
dsgdb9nsd_044581,17,19,15,18,6,9,13,95%,32%
dsgdb9nsd_125798,14,15,11,15,5,6,10,100%,33%
dsgdb9nsd_053992,14,13,12,13,5,7,8,100%,38%
dsgdb9nsd_056238,18,17,13,17,8,5,9,100%,47%
dsgdb9nsd_129653,14,14,10,14,6,4,8,100%,43%
dsgdb9nsd_131025,12,12,9,12,4,5,8,100%,33%
dsgdb9nsd_078336,18,20,13,20,7,6,13,100%,35%
dsgdb9nsd_021759,11,12,11,12,9,2,3,100%,75%
dsgdb9nsd_040278,20,21,15,21,9,6,12,100%,43%
dsgdb9nsd_014248,17,18,12,18,7,5,11,100%,39%
dsgdb9nsd_087384,17,18,13,17,6,7,12,94%,33%
dsgdb9nsd_115671,19,19,14,19,6,8,13,100%,32%
dsgdb9nsd_095207,22,23,17,23,8,9,15,100%,35%
dsgdb9nsd_130908,12,12,11,12,7,4,5,100%,58%
dsgdb9nsd_120143,22,23,14,23,5,9,18,100%,22%
dsgdb9nsd_112841,23,24,15,24,6,9,18,100%,25%
dsgdb9nsd_104020,19,20,15,20,6,9,14,100%,30%
dsgdb9nsd_043678,19,20,12,20,6,6,14,100%,30%
dsgdb9nsd_045565,17,18,13,18,6,7,12,100%,33%
dsgdb9nsd_006396,20,19,10,19,4,6,15,100%,21%
dsgdb9nsd_078227,22,23,14,23,6,8,17,100%,26%
dsgdb9nsd_041164,17,19,14,19,8,6,11,100%,42%
dsgdb9nsd_129995,14,15,11,14,6,5,9,93%,40%
dsgdb9nsd_055872,18,18,11,17,5,6,13,94%,28%
dsgdb9nsd_127465,16,16,11,16,7,4,9,100%,44%
dsgdb9nsd_047300,16,16,11,16,6,5,10,100%,38%
dsgdb9nsd_112719,21,21,17,21,8,9,13,100%,38%
dsgdb9nsd_077261,17,17,11,16,6,5,11,94%,35%
dsgdb9nsd_104863,19,19,13,19,6,7,13,100%,32%
dsgdb9nsd_026553,15,15,11,15,5,6,10,100%,33%
dsgdb9nsd_056033,18,18,14,18,8,6,10,100%,44%
dsgdb9nsd_093940,19,19,14,19,8,6,11,100%,42%
dsgdb9nsd_082842,23,25,17,25,5,12,20,100%,20%
dsgdb9nsd_087733,19,20,15,20,7,8,13,100%,35%
dsgdb9nsd_045055,18,20,12,20,5,7,15,100%,25%
dsgdb9nsd_078306,22,24,16,24,7,9,17,100%,29%
dsgdb9nsd_021238,15,15,10,15,6,4,9,100%,40%
dsgdb9nsd_040929,19,21,13,21,5,8,16,100%,24%
dsgdb9nsd_091006,19,21,13,21,5,8,16,100%,24%
dsgdb9nsd_050631,16,16,13,16,8,5,8,100%,50%
dsgdb9nsd_105300,17,17,13,17,6,7,11,100%,35%
dsgdb9nsd_076737,21,22,12,22,6,6,16,100%,27%
dsgdb9nsd_016817,16,17,12,17,6,6,11,100%,35%
dsgdb9nsd_115502,23,23,16,23,7,9,16,100%,30%
dsgdb9nsd_081001,19,20,12,20,5,7,15,100%,25%
dsgdb9nsd_048174,16,16,13,16,7,6,9,100%,44%
dsgdb9nsd_041019,17,20,12,20,5,7,15,100%,25%
dsgdb9nsd_128292,20,20,10,20,7,3,13,100%,35%
dsgdb9nsd_011656,17,18,12,18,5,7,13,100%,28%
dsgdb9nsd_010782,20,20,13,20,5,8,15,100%,25%
dsgdb9nsd_048762,16,17,11,17,6,5,11,100%,35%
dsgdb9nsd_026532,16,16,13,16,9,4,7,100%,56%
dsgdb9nsd_114082,23,24,16,24,6,10,18,100%,25%
dsgdb9nsd_079627,21,23,19,23,6,13,17,100%,26%
dsgdb9nsd_106878,19,20,12,20,7,5,13,100%,35%
dsgdb9nsd_027536,17,18,12,18,7,5,11,100%,39%
dsgdb9nsd_120314,19,20,13,20,7,6,13,100%,35%
dsgdb9nsd_083541,21,23,13,23,5,8,18,100%,22%
dsgdb9nsd_015271,20,20,12,20,6,6,14,100%,30%
dsgdb9nsd_100731,21,20,15,19,6,9,14,95%,30%
dsgdb9nsd_063769,17,18,13,18,7,6,11,100%,39%
dsgdb9nsd_120431,18,17,13,17,6,7,11,100%,35%
dsgdb9nsd_025434,13,13,12,11,6,6,7,85%,46%
dsgdb9nsd_076202,21,22,12,21,6,6,16,95%,27%
dsgdb9nsd_044644,16,18,15,17,8,7,10,94%,44%
dsgdb9nsd_004668,13,13,12,13,8,4,5,100%,62%
dsgdb9nsd_073719,20,22,15,22,8,7,14,100%,36%
dsgdb9nsd_122059,18,17,14,17,10,4,7,100%,59%
dsgdb9nsd_041751,19,21,14,21,6,8,15,100%,29%
dsgdb9nsd_108073,18,20,14,20,8,6,12,100%,40%
dsgdb9nsd_041294,20,23,13,23,7,6,16,100%,30%
dsgdb9nsd_085984,21,22,14,22,6,8,16,100%,27%
dsgdb9nsd_119349,20,22,16,22,8,8,14,100%,36%
dsgdb9nsd_059795,21,20,12,20,4,8,16,100%,20%
dsgdb9nsd_090180,19,21,14,21,6,8,15,100%,29%
dsgdb9nsd_018491,16,17,11,16,5,6,12,94%,29%
dsgdb9nsd_091959,20,22,16,22,7,9,15,100%,32%
dsgdb9nsd_066479,20,23,15,23,6,9,17,100%,26%
dsgdb9nsd_042963,15,17,12,17,4,8,13,100%,24%
dsgdb9nsd_100825,21,20,15,20,9,6,11,100%,45%
dsgdb9nsd_108129,19,21,13,21,5,8,16,100%,24%
dsgdb9nsd_000271,13,12,8,12,4,4,8,100%,33%
dsgdb9nsd_057250,14,13,10,13,5,5,8,100%,38%
dsgdb9nsd_084427,17,17,17,17,7,10,10,100%,41%
dsgdb9nsd_046595,16,18,10,18,6,4,12,100%,33%
dsgdb9nsd_055448,19,19,14,19,7,7,12,100%,37%
dsgdb9nsd_049956,12,12,8,11,6,2,6,92%,50%
dsgdb9nsd_123618,15,17,11,17,6,5,11,100%,35%
dsgdb9nsd_047677,18,18,13,18,9,4,9,100%,50%
dsgdb9nsd_083559,18,19,13,19,5,8,14,100%,26%
dsgdb9nsd_024727,19,20,13,20,7,6,13,100%,35%
dsgdb9nsd_121457,22,22,12,21,6,6,16,95%,27%
dsgdb9nsd_127853,17,17,11,17,7,4,10,100%,41%
dsgdb9nsd_099152,20,20,14,20,8,6,12,100%,40%
dsgdb9nsd_079569,18,20,16,20,9,7,11,100%,45%
dsgdb9nsd_104426,22,22,14,22,8,6,14,100%,36%
dsgdb9nsd_020179,16,18,11,18,6,5,12,100%,33%
dsgdb9nsd_092413,21,22,15,22,7,8,15,100%,32%
dsgdb9nsd_114788,20,22,17,22,8,9,14,100%,36%
dsgdb9nsd_047517,19,20,14,20,8,6,12,100%,40%
dsgdb9nsd_045948,15,16,9,16,3,6,13,100%,19%
dsgdb9nsd_130969,12,12,9,12,6,3,6,100%,50%
dsgdb9nsd_108023,20,23,12,22,5,7,18,96%,22%
dsgdb9nsd_041828,19,20,14,20,6,8,14,100%,30%
dsgdb9nsd_047650,18,18,13,18,7,6,11,100%,39%
dsgdb9nsd_026088,21,21,13,21,9,4,12,100%,43%
dsgdb9nsd_028512,18,18,13,18,7,6,11,100%,39%
dsgdb9nsd_102066,19,18,13,18,7,6,11,100%,39%
dsgdb9nsd_112078,18,18,14,18,8,6,10,100%,44%
dsgdb9nsd_131959,13,13,10,13,7,3,6,100%,54%
dsgdb9nsd_025894,18,18,12,18,7,5,11,100%,39%
dsgdb9nsd_104495,19,20,12,20,4,8,16,100%,20%
dsgdb9nsd_021684,13,13,10,13,8,2,5,100%,62%
dsgdb9nsd_092539,23,24,15,24,5,10,19,100%,21%
dsgdb9nsd_069290,16,17,10,17,6,4,11,100%,35%
dsgdb9nsd_057964,20,20,13,20,6,7,14,100%,30%
dsgdb9nsd_040923,19,21,12,21,5,7,16,100%,24%
dsgdb9nsd_131122,15,15,14,15,6,8,9,100%,40%
dsgdb9nsd_129778,16,17,11,17,6,5,11,100%,35%
dsgdb9nsd_049050,16,17,12,17,5,7,12,100%,29%
dsgdb9nsd_120937,22,23,13,23,7,6,16,100%,30%
dsgdb9nsd_028909,17,17,12,17,8,4,9,100%,47%
dsgdb9nsd_041358,17,19,14,19,7,7,12,100%,37%
dsgdb9nsd_090755,17,18,12,18,4,8,14,100%,22%
dsgdb9nsd_040848,19,22,13,22,7,6,15,100%,32%
dsgdb9nsd_062469,20,21,12,20,7,5,14,95%,33%
dsgdb9nsd_122875,25,24,14,24,8,6,16,100%,33%
dsgdb9nsd_092034,18,20,16,20,8,8,12,100%,40%
dsgdb9nsd_083341,21,22,13,22,6,7,16,100%,27%
dsgdb9nsd_045056,17,19,14,19,7,7,12,100%,37%
dsgdb9nsd_016641,15,16,12,15,6,6,10,94%,38%
dsgdb9nsd_054324,18,18,11,18,7,4,11,100%,39%
dsgdb9nsd_079105,18,20,13,20,5,8,15,100%,25%
dsgdb9nsd_109733,19,19,14,19,8,6,11,100%,42%
dsgdb9nsd_096160,22,23,14,23,8,6,15,100%,35%
dsgdb9nsd_028578,17,18,12,18,7,5,11,100%,39%
dsgdb9nsd_085050,19,19,15,19,7,8,12,100%,37%
dsgdb9nsd_123900,17,18,13,18,7,6,11,100%,39%
dsgdb9nsd_117361,22,22,12,21,6,6,16,95%,27%
dsgdb9nsd_050568,18,19,15,19,7,8,12,100%,37%
dsgdb9nsd_131665,14,14,11,14,6,5,8,100%,43%
dsgdb9nsd_007681,17,18,9,18,4,5,14,100%,22%
dsgdb9nsd_008311,22,22,13,21,6,7,16,95%,27%
dsgdb9nsd_124071,17,18,12,18,6,6,12,100%,33%
dsgdb9nsd_043737,19,20,12,20,6,6,14,100%,30%
dsgdb9nsd_095283,19,20,14,20,7,7,13,100%,35%
dsgdb9nsd_024183,14,15,13,14,8,5,7,93%,53%
dsgdb9nsd_019844,16,18,11,18,4,7,14,100%,22%
dsgdb9nsd_059771,25,25,17,25,7,10,18,100%,28%
dsgdb9nsd_005270,18,18,12,18,8,4,10,100%,44%
dsgdb9nsd_103450,21,22,15,22,6,9,16,100%,27%
dsgdb9nsd_067423,15,17,11,17,5,6,12,100%,29%
dsgdb9nsd_020670,14,14,10,14,5,5,9,100%,36%
dsgdb9nsd_079643,18,20,18,20,7,11,13,100%,35%
dsgdb9nsd_044127,14,15,11,13,5,6,10,87%,33%
dsgdb9nsd_043357,18,19,14,19,7,7,12,100%,37%
dsgdb9nsd_047938,17,17,12,17,7,5,10,100%,41%
dsgdb9nsd_118234,24,24,13,24,7,6,17,100%,29%
dsgdb9nsd_023464,16,17,13,17,7,6,10,100%,41%
dsgdb9nsd_043122,15,17,13,17,4,9,13,100%,24%
dsgdb9nsd_097005,19,20,14,20,8,6,12,100%,40%
dsgdb9nsd_043445,14,15,10,15,5,5,10,100%,33%
dsgdb9nsd_045206,16,18,11,17,4,7,14,94%,22%
dsgdb9nsd_123790,18,19,12,19,7,5,12,100%,37%
dsgdb9nsd_094735,21,22,12,21,4,8,18,95%,18%
dsgdb9nsd_115619,23,24,13,24,7,6,17,100%,29%
dsgdb9nsd_084909,18,18,12,17,5,7,13,94%,28%
dsgdb9nsd_044452,18,20,12,20,5,7,15,100%,25%
dsgdb9nsd_077156,20,21,11,21,5,6,16,100%,24%
dsgdb9nsd_048930,16,19,15,19,7,8,12,100%,37%
dsgdb9nsd_064533,19,21,15,21,6,9,15,100%,29%
dsgdb9nsd_110735,18,19,13,19,8,5,11,100%,42%
dsgdb9nsd_063153,19,20,12,20,5,7,15,100%,25%
dsgdb9nsd_040099,18,20,14,20,9,5,11,100%,45%
dsgdb9nsd_044208,16,18,10,18,4,6,14,100%,22%
dsgdb9nsd_093580,19,20,13,20,7,6,13,100%,35%
dsgdb9nsd_040556,23,24,14,24,6,8,18,100%,25%
dsgdb9nsd_131538,16,17,12,17,6,6,11,100%,35%
dsgdb9nsd_045166,18,20,12,20,6,6,14,100%,30%
dsgdb9nsd_080934,19,21,11,21,5,6,16,100%,24%
dsgdb9nsd_064730,20,20,11,19,4,7,16,95%,20%
dsgdb9nsd_108864,19,19,16,19,7,9,12,100%,37%
dsgdb9nsd_044654,14,15,13,15,6,7,9,100%,40%
dsgdb9nsd_091946,21,23,14,22,6,8,17,96%,26%
